,NOC,Year,Num_Athletes
1051,Czech Republic-2,2004,4
1052,Czech Republic-2,2008,4
1053,Czech Republic-2,2012,6
1054,Czech Republic-2,2016,2
1055,Czechia,2024,149
1056,Czechoslovakia,1920,178
1057,Czechoslovakia,1924,238
1058,Czechoslovakia,1928,147
1059,Czechoslovakia,1932,44
1060,Czechoslovakia,1936,293
1061,Czechoslovakia,1948,153
1062,Czechoslovakia,1952,218
1063,Czechoslovakia,1956,161
1064,Czechoslovakia,1960,202
1065,Czechoslovakia,1964,187
1066,Czechoslovakia,1968,203
1067,Czechoslovakia,1972,268
1068,Czechoslovakia,1976,251
1069,Czechoslovakia,1980,317
1070,Czechoslovakia,1988,226
1071,Czechoslovakia,1992,263
1072,Czechoslovakia-1,1920,2
1073,Czechoslovakia-1,1924,2
1074,Czechoslovakia-1,1972,2
1075,Czechoslovakia-1,1992,2
1076,Czechoslovakia-2,1924,2
1077,Czechoslovakia-2,1972,2
1078,Czechoslovakia-2,1992,2
1079,Czechoslovakia-3,1920,2
1080,Czechoslovakia-3,1972,2
1081,Czechoslovakia-3,1992,2
1082,DPR Korea,2024,18
1083,DR Congo,2024,6
1084,Daisy,1960,3
1085,Daisy,1964,2
1086,Damoiselle,1952,3
1087,Damoiselle IV,1960,3
1088,Danaldo,1960,2
1089,Dansk Idrts Forbund,1906,11
1090,Danuta,1936,5
1091,Danzig,1936,1
1092,"Davenport Turngemeinde, Davenport",1904,6
1093,DeRuyter,1936,5
1094,DeRuyter,1952,3
1095,Demi-Mondaine-15,1900,1
1096,Demi-Mondaine-17,1900,1
1097,Democratic Republic of the Congo,2020,7
1098,Denmark,1896,15
1099,Denmark,1900,33
1100,Denmark,1906,57
1101,Denmark,1908,107
1102,Denmark,1912,207
1103,Denmark,1920,246
1104,Denmark,1924,151
1105,Denmark,1928,118
1106,Denmark,1932,94
1107,Denmark,1936,166
1108,Denmark,1948,245
1109,Denmark,1952,195
1110,Denmark,1956,48
1111,Denmark,1960,101
1112,Denmark,1964,63
1113,Denmark,1968,93
1114,Denmark,1972,155
1115,Denmark,1976,81
1116,Denmark,1980,60
1117,Denmark,1984,74
1118,Denmark,1988,130
1119,Denmark,1992,136
1120,Denmark,1996,133
1121,Denmark,2000,112
1122,Denmark,2004,103
1123,Denmark,2008,101
1124,Denmark,2012,145
1125,Denmark,2016,143
1126,Denmark,2020,138
1127,Denmark,2024,161
1128,Denmark-1,1912,2
1129,Denmark-1,1924,2
1130,Denmark-1,1992,4
1131,Denmark-1,1996,6
1132,Denmark-1,2000,6
1133,Denmark-1,2004,6
1134,Denmark-1,2008,2
1135,Denmark-1,2012,2
1136,Denmark-2,1912,2
1137,Denmark-2,1924,2
1138,Denmark-2,1992,4
1139,Denmark-2,1996,6
1140,Denmark-2,2000,6
1141,Denmark-2,2004,6
1142,Denmark-2,2008,2
1143,Denmark-2,2012,2
1144,Denmark-3,1912,2
1145,Denmark-4,1912,2
1146,Denmark/Sweden,1900,6
1147,Deutscher Schwimm Verband Berlin,1900,4
1148,Devon and Somerset Wanderers,1900,12
1149,Diablo,1964,2
1150,Diabolo St Maurice,2008,1
1151,Dick-8,1900,1
1152,Digby,2008,1
1153,Dinah V,1960,3
1154,Djibouti,1984,3
1155,Djibouti,1988,6
1156,Djibouti,1992,8
1157,Djibouti,1996,5
1158,Djibouti,2000,2
1159,Djibouti,2008,2
1160,Djibouti,2012,4
1161,Djibouti,2016,8
1162,Djibouti,2020,5
1163,Djibouti,2024,7
1164,Djinn,1948,5
1165,Djinn,1952,5
1166,Dolfijn,1948,6
1167,Dominica,1996,6
1168,Dominica,2000,4
1169,Dominica,2004,2
1170,Dominica,2008,2
1171,Dominica,2012,2
1172,Dominica,2016,2
1173,Dominica,2020,2
1174,Dominica,2024,4
1175,Dominican Republic,1964,1
1176,Dominican Republic,1968,24
1177,Dominican Republic,1972,5
1178,Dominican Republic,1976,11
1179,Dominican Republic,1980,7
1180,Dominican Republic,1984,24
1181,Dominican Republic,1988,18
1182,Dominican Republic,1992,32
1183,Dominican Republic,1996,16
1184,Dominican Republic,2000,13
1185,Dominican Republic,2004,33
1186,Dominican Republic,2008,27
1187,Dominican Republic,2012,36
1188,Dominican Republic,2016,30
1189,Dominican Republic,2020,69
1190,Dominican Republic,2024,64
1191,Don Schufro,2008,1
1192,Donar III,1948,3
1193,Dormy-1,1908,3
1194,Dow Jones,2008,1
1195,Dresden,1936,1
1196,Druzhba,1956,3
1197,Druzhba,1964,3
1198,Ducky-16,1900,1
1199,Ducky-4,1900,2
1200,Dylan-2,1908,2
1201,EA II,1936,6
1202,EOR,2024,44
1203,East Germany,1968,346
1204,East Germany,1972,448
1205,East Germany,1976,407
1206,East Germany,1980,495
1207,East Germany,1988,402
1208,East Germany-1,1972,2
1209,East Germany-2,1972,2
1210,East Germany-3,1972,2
1211,East Timor,2020,3
1212,Ecuador,1924,4
1213,Ecuador,1968,41
1214,Ecuador,1972,4
1215,Ecuador,1976,8
1216,Ecuador,1980,16
1217,Ecuador,1984,15
1218,Ecuador,1988,15
1219,Ecuador,1992,15
1220,Ecuador,1996,28
1221,Ecuador,2000,11
1222,Ecuador,2004,18
1223,Ecuador,2008,26
1224,Ecuador,2012,36
1225,Ecuador,2016,40
1226,Ecuador,2020,52
1227,Ecuador,2024,47
1228,Edelweiss II-1,1920,3
1229,Egypt,1906,5
1230,Egypt,1920,22
1231,Egypt,1924,30
1232,Egypt,1928,43
1233,Egypt,1936,66
1234,Egypt,1948,166
1235,Egypt,1952,196
1236,Egypt,1956,6
1237,Egypt,1964,83
1238,Egypt,1968,35
1239,Egypt,1972,26
1240,Egypt,1976,26
1241,Egypt,1984,148
1242,Egypt,1988,59
1243,Egypt,1992,83
1244,Egypt,1996,33
1245,Egypt,2000,103
1246,Egypt,2004,104
1247,Egypt,2008,116
1248,Egypt,2012,132
1249,Egypt,2016,137
1250,Egypt,2020,195
1251,Egypt,2024,207
1252,Eissero VI,1952,2
1253,El Salvador,1932,4
1254,El Salvador,1968,104
1255,El Salvador,1972,18
1256,El Salvador,1984,15
1257,El Salvador,1988,7
1258,El Salvador,1992,6
1259,El Salvador,1996,10
1260,El Salvador,2000,10
1261,El Salvador,2004,9
1262,El Salvador,2008,14
1263,El Salvador,2012,11
1264,El Salvador,2016,10
1265,El Salvador,2020,7
1266,El Salvador,2024,9
1267,Eleda,1920,7
1268,Elisabeth V,1924,3
1269,Elisabeth X,1952,5
1270,Elsie,1920,4
1271,Elvis Va,2008,1
1272,Emily,1924,5
1273,Encore,1952,3
1274,England,1912,12
1275,England-1,1908,11
1276,England-1,1912,12
1277,Enotria,1948,2
1278,Equatorial Guinea,1984,5
1279,Equatorial Guinea,1988,7
1280,Equatorial Guinea,1992,8
1281,Equatorial Guinea,1996,8
1282,Equatorial Guinea,2000,4
1283,Equatorial Guinea,2004,2
1284,Equatorial Guinea,2008,3
1285,Equatorial Guinea,2012,2
1286,Equatorial Guinea,2016,1
1287,Equatorial Guinea,2020,3
1288,Equatorial Guinea,2024,3
1289,Eritrea,2000,3
1290,Eritrea,2004,5
1291,Eritrea,2008,11
1292,Eritrea,2012,12
1293,Eritrea,2016,12
1294,Eritrea,2020,14
1295,Eritrea,2024,12
1296,Erna Signe,1912,10
1297,Escapade,1952,3
1298,Espadarte,1952,2
1299,Espardate,1948,2
1300,Esperia,1936,5
1301,Espuma del Mar,1960,2
1302,Espuma del Mar,1964,2
1303,Essen,1936,1
1304,Esterel-1,1900,2
1305,Estonia,1920,20
1306,Estonia,1924,47
1307,Estonia,1928,18
1308,Estonia,1932,3
1309,Estonia,1936,35
1310,Estonia,1992,46
1311,Estonia,1996,52
1312,Estonia,2000,41
1313,Estonia,2004,45
1314,Estonia,2008,53
1315,Estonia,2012,36
1316,Estonia,2016,49
1317,Estonia,2020,42
1318,Estonia,2024,26
1319,Eswatini,2020,4
1320,Eswatini,2024,3
1321,Ethiopia,1956,30
1322,Ethiopia,1960,15
1323,Ethiopia,1964,19
1324,Ethiopia,1968,26
1325,Ethiopia,1972,40
1326,Ethiopia,1980,48
1327,Ethiopia,1992,24
1328,Ethiopia,1996,19
1329,Ethiopia,2000,27
1330,Ethiopia,2004,27
1331,Ethiopia,2008,29
1332,Ethiopia,2012,34
1333,Ethiopia,2016,38
1334,Ethiopia,2020,38
1335,Ethiopia,2024,35
1336,Ethnikos Gymnastikos Syllogos,1896,2
1337,Evita VI,1960,2
1338,Fada,1936,2
1339,Falcon IV,1956,2
1340,Falcon VI,1960,2
1341,Faneca,1956,2
1342,Faneca,1964,2
1343,Fantasio III,1960,2
1344,Fantlet-2,1900,1
1345,Fantlet-7,1900,2
1346,Favorite Hammonia-3,1900,11
1347,Favorite-1,1900,8
1348,Favorite-17,1900,4
1349,Federated States of Micronesia,2000,5
1350,Federated States of Micronesia,2004,5
1351,Federated States of Micronesia,2008,5
1352,Federated States of Micronesia,2012,6
1353,Federated States of Micronesia,2016,5
1354,Federated States of Micronesia,2020,3
1355,Femur-1,1900,1
1356,Femur-18,1900,1
1357,Feo,1928,6
1358,Fiji,1956,5
1359,Fiji,1960,3
1360,Fiji,1968,1
1361,Fiji,1972,4
1362,Fiji,1976,5
1363,Fiji,1984,26
1364,Fiji,1988,41
1365,Fiji,1992,36
1366,Fiji,1996,21
1367,Fiji,2000,9
1368,Fiji,2004,9
1369,Fiji,2008,6
1370,Fiji,2012,9
1371,Fiji,2016,53
1372,Fiji,2020,32
1373,Fiji,2024,36
1374,Finland,1906,18
1375,Finland,1908,94
1376,Finland,1912,201
1377,Finland,1920,136
1378,Finland,1924,249
1379,Finland,1928,132
1380,Finland,1932,66
1381,Finland,1936,174
1382,Finland,1948,204
1383,Finland,1952,399
1384,Finland,1956,144
1385,Finland,1960,211
1386,Finland,1964,146
1387,Finland,1968,126
1388,Finland,1972,133
1389,Finland,1976,108
1390,Finland,1980,125
1391,Finland,1984,107
1392,Finland,1988,101
1393,Finland,1992,130
1394,Finland,1996,105
1395,Finland,2000,88
1396,Finland,2004,67
1397,Finland,2008,70
1398,Finland,2012,69
1399,Finland,2016,67
1400,Finland,2020,49
1401,Finland,2024,62
1402,Finland-1,1924,2
1403,Finland-2,1924,2
1404,Finn II,1912,3
1405,Firebird II,1964,2
1406,Floresco,2008,1
1407,Formosa,1900,1
1408,Fornebo,1920,4
1409,Fortuna,1952,2
1410,Foxhunters Hurlingham,1900,5
1411,Fram,1908,5
1412,Fram III,1964,3
1413,France,1896,26
1414,France,1900,679
1415,France,1904,1
1416,France,1906,149
1417,France,1908,293
1418,France,1912,210
1419,France,1920,437
1420,France,1924,620
1421,France,1928,411
1422,France,1932,157
1423,France,1936,289
1424,France,1948,421
1425,France,1952,400
1426,France,1956,220
1427,France,1960,353
1428,France,1964,212
1429,France,1968,311
1430,France,1972,356
1431,France,1976,302
1432,France,1980,200
1433,France,1984,354
1434,France,1988,413
1435,France,1992,476
1436,France,1996,445
1437,France,2000,466
1438,France,2004,453
1439,France,2008,441
1440,France,2012,422
1441,France,2016,504
1442,France,2020,538
1443,France,2024,801
1444,France-1,1900,17
1445,France-1,1908,11
1446,France-1,1920,4
1447,France-1,1924,4
1448,France-1,1992,4
1449,France-1,1996,4
1450,France-1,2000,2
1451,France-1,2004,4
1452,France-1,2008,2
1453,France-1,2012,2
1454,France-1,2016,4
1455,France-2,1900,3
1456,France-2,1908,11
1457,France-2,1920,4
1458,France-2,1924,4
1459,France-2,1992,4
1460,France-2,1996,4
1461,France-2,2000,2
1462,France-2,2004,4
1463,France-2,2008,2
1464,France-2,2012,2
1465,France-2,2016,4
1466,France-3,1900,2
1467,France-3,1920,4
1468,France-3,1992,2
1469,France-4,1900,2
1470,France/Great Britain,1900,2
1471,Frankfurt Club,1900,15
1472,Freddy,1936,2
1473,Freia-19,1900,1
1474,Freia-5,1900,2
1475,Freja,1908,3
1476,Frieda,1928,5
1477,Frimousse,1900,3
1478,Frip IV,1960,2
1479,Fruits,1928,5
1480,Gabbiano,1960,3
1481,Gabon,1972,1
1482,Gabon,1984,4
1483,Gabon,1988,2
1484,Gabon,1992,5
1485,Gabon,1996,9
1486,Gabon,2000,6
1487,Gabon,2004,5
1488,Gabon,2008,4
1489,Gabon,2012,21
1490,Gabon,2016,6
1491,Gabon,2020,5
1492,Gabon,2024,5
1493,Galatea II,1952,3
1494,Galejan,1960,3
1495,Galerna,1948,3
1496,Gallant,1932,5
1497,Galopin De La Font,2008,1
1498,Galopin-20,1900,2
1499,Galopin-9,1900,4
1500,Galt Football Club,1904,13
1501,Gam II,1956,2
1502,Gambia,1984,16
1503,Gambia,1988,6
1504,Gambia,1992,8
1505,Gambia,1996,12
1506,Gambia,2000,2
1507,Gambia,2004,3
1508,Gambia,2008,3
1509,Gambia,2012,2
1510,Gambia,2016,4
1511,Gambia,2024,8
1512,Gem,1964,2
1513,Gem II,1948,2
1514,Gem III,1952,2
1515,Gem IV,1956,2
1516,Gem VII,1960,2
1517,Georgia,1996,42
1518,Georgia,2000,47
1519,Georgia,2004,39
1520,Georgia,2008,38
1521,Georgia,2012,36
1522,Georgia,2016,45
1523,Georgia,2020,36
1524,Georgia,2024,38
1525,Germania II,1936,6
1526,"Germania Ruder Club, Hamburg",1900,9
1527,"Germania Ruder Club, Hamburg-2",1900,5
1528,Germany,1896,93
1529,Germany,1900,41
1530,Germany,1904,51
1531,Germany,1906,157
1532,Germany,1908,142
1533,Germany,1912,285
1534,Germany,1928,394
1535,Germany,1932,202
1536,Germany,1936,567
1537,Germany,1952,352
1538,Germany,1956,253
1539,Germany,1960,413
1540,Germany,1964,467
1541,Germany,1992,647
1542,Germany,1996,618
1543,Germany,2000,551
1544,Germany,2004,576
1545,Germany,2008,547
1546,Germany,2012,494
1547,Germany,2016,528
1548,Germany,2020,597
1549,Germany,2024,647
1550,Germany-1,1900,1
1551,Germany-1,1908,2
1552,Germany-1,1912,2
1553,Germany-1,1992,2
1554,Germany-1,1996,4
1555,Germany-1,2000,8
1556,Germany-1,2004,8
1557,Germany-1,2008,4
1558,Germany-1,2012,8
1559,Germany-1,2016,4
1560,Germany-2,1908,2
1561,Germany-2,1912,2
1562,Germany-2,1992,2
1563,Germany-2,1996,4
1564,Germany-2,2000,8
1565,Germany-2,2004,8
1566,Germany-2,2008,4
1567,Germany-2,2012,8
1568,Germany-2,2016,4
1569,Germany-3,1992,2
1570,Germany/United States,1904,2
1571,Ghana,1952,9
1572,Ghana,1960,15
1573,Ghana,1964,40
1574,Ghana,1968,36
1575,Ghana,1972,41
1576,Ghana,1984,27
1577,Ghana,1988,21
1578,Ghana,1992,41
1579,Ghana,1996,40
1580,Ghana,2000,28
1581,Ghana,2004,29
1582,Ghana,2008,9
1583,Ghana,2012,7
1584,Ghana,2016,15
1585,Ghana,2020,16
1586,Ghana,2024,11
1587,Gilliatt V,1956,3
1588,Girl Pat,1952,3
1589,Giselle-6,1900,2
1590,Gitana-2,1900,10
1591,Gitana-21,1900,5
1592,Glider,1964,2
1593,Glisten,1964,2
1594,Gran Gesto,2008,1
1595,Great Britain,1896,23
1596,Great Britain,1900,54
1597,Great Britain,1904,6
1598,Great Britain,1906,104
1599,Great Britain,1908,752
1600,Great Britain,1912,372
1601,Great Britain,1920,321
1602,Great Britain,1924,411
1603,Great Britain,1928,348
1604,Great Britain,1932,168
1605,Great Britain,1936,236
1606,Great Britain,1948,578
1607,Great Britain,1952,388
1608,Great Britain,1956,272
1609,Great Britain,1960,379
1610,Great Britain,1964,293
1611,Great Britain,1968,328
1612,Great Britain,1972,429
1613,Great Britain,1976,353
1614,Great Britain,1980,328
1615,Great Britain,1984,509
1616,Great Britain,1988,468
1617,Great Britain,1992,500
1618,Great Britain,1996,379
1619,Great Britain,2000,403
1620,Great Britain,2004,352
1621,Great Britain,2008,413
1622,Great Britain,2012,672
1623,Great Britain,2016,470
1624,Great Britain,2020,548
1625,Great Britain,2024,533
1626,Great Britain-1,1900,2
1627,Great Britain-1,1908,14
1628,Great Britain-1,1912,4
1629,Great Britain-1,1920,6
1630,Great Britain-1,1924,6
1631,Great Britain-1,1972,2
1632,Great Britain-1,1988,2
1633,Great Britain-1,1992,6
1634,Great Britain-1,1996,6
1635,Great Britain-1,2000,6
1636,Great Britain-1,2004,4
1637,Great Britain-1,2008,2
1638,Great Britain-1,2012,6
1639,Great Britain-1,2016,4
1640,Great Britain-2,1900,2
1641,Great Britain-2,1908,14
1642,Great Britain-2,1912,4
1643,Great Britain-2,1920,6
1644,Great Britain-2,1924,6
1645,Great Britain-2,1972,2
1646,Great Britain-2,1988,2
1647,Great Britain-2,1992,6
1648,Great Britain-2,1996,6
1649,Great Britain-2,2000,6
1650,Great Britain-2,2004,4
1651,Great Britain-2,2008,2
1652,Great Britain-2,2012,6
1653,Great Britain-2,2016,4
1654,Great Britain-3,1908,6
1655,Great Britain-3,1912,4
1656,Great Britain-3,1920,4
1657,Great Britain-4,1908,4
1658,Great Britain-4,1912,2
1659,Great Britain-4,1920,2
1660,Great Britain/Germany,1896,2
1661,Greece,1896,140
1662,Greece,1900,4
1663,Greece,1904,12
1664,Greece,1906,318
1665,Greece,1908,49
1666,Greece,1912,77
1667,Greece,1920,98
1668,Greece,1924,79
1669,Greece,1928,47
1670,Greece,1932,16
1671,Greece,1936,64
1672,Greece,1948,93
1673,Greece,1952,52
1674,Greece,1956,14
1675,Greece,1960,52
1676,Greece,1964,16
1677,Greece,1968,44
1678,Greece,1972,66
1679,Greece,1976,40
1680,Greece,1980,45
1681,Greece,1984,73
1682,Greece,1988,72
1683,Greece,1992,76
1684,Greece,1996,180
1685,Greece,2000,175
1686,Greece,2004,495
1687,Greece,2008,172
1688,Greece,2012,115
1689,Greece,2016,104
1690,Greece,2020,100
1691,Greece,2024,126
1692,Greece-1,1896,2
1693,Greece-1,1906,4
1694,Greece-1,2004,2
1695,Greece-1,2008,2
1696,Greece-2,1896,2
1697,Greece-2,1906,4
1698,Greece-2,2004,2
1699,Greece-2,2008,2
1700,Greece-3,1896,2
1701,Greece-3,1906,4
1702,Greece-4,1906,2
1703,Greenoaks Dundee,2008,1
1704,Grenada,1984,6
1705,Grenada,1988,7
1706,Grenada,1992,5
1707,Grenada,1996,5
1708,Grenada,2000,3
1709,Grenada,2004,5
1710,Grenada,2008,9
1711,Grenada,2012,8
1712,Grenada,2016,6
1713,Grenada,2020,6
1714,Grenada,2024,6
1715,Grifo III,1960,3
1716,Grifo IV,1964,3
1717,Grifone,1964,3
1718,Gteborgs Roddfrening-2,1912,5
1719,Gteborgs Roddklubb-1,1912,9
1720,Guam,1988,26
1721,Guam,1992,45
1722,Guam,1996,9
1723,Guam,2000,7
1724,Guam,2004,4
1725,Guam,2008,7
1726,Guam,2012,8
1727,Guam,2016,5
1728,Guam,2020,5
1729,Guam,2024,9
1730,Guanahani,1964,3
1731,Guatemala,1932,1
1732,Guatemala,1952,35
1733,Guatemala,1968,67
1734,Guatemala,1972,11
1735,Guatemala,1976,28
1736,Guatemala,1980,10
1737,Guatemala,1984,53
1738,Guatemala,1988,37
1739,Guatemala,1992,41
1740,Guatemala,1996,28
1741,Guatemala,2000,18
1742,Guatemala,2004,19
1743,Guatemala,2008,13
1744,Guatemala,2012,24
1745,Guatemala,2016,25
1746,Guatemala,2020,24
1747,Guatemala,2024,16
1748,Guinea,1968,15
1749,Guinea,1980,10
1750,Guinea,1984,1
1751,Guinea,1988,7
1752,Guinea,1992,11
1753,Guinea,1996,5
1754,Guinea,2000,6
1755,Guinea,2004,4
1756,Guinea,2008,5
1757,Guinea,2012,4
1758,Guinea,2016,5
1759,Guinea,2020,5
1760,Guinea,2024,25
1761,Guinea Bissau,1996,3
1762,Guinea Bissau,2000,3
1763,Guinea Bissau,2004,3
1764,Guinea Bissau,2008,3
1765,Guinea Bissau,2012,4
1766,Guinea Bissau,2016,5
1767,Guinea-Bissau,2020,4
1768,Guinea-Bissau,2024,6
1769,Gullvinge,1952,3
1770,Gustel V,1936,5
1771,Gustel X,1952,3
1772,Gustl XI,1956,3
1773,Guyana,1948,7
1774,Guyana,1952,1
1775,Guyana,1956,6
1776,Guyana,1960,6
1777,Guyana,1964,1
1778,Guyana,1968,6
1779,Guyana,1972,4
1780,Guyana,1980,10
1781,Guyana,1984,12
1782,Guyana,1988,8
1783,Guyana,1992,7
1784,Guyana,1996,9
1785,Guyana,2000,4
1786,Guyana,2004,4
1787,Guyana,2008,4
1788,Guyana,2012,6
1789,Guyana,2016,7
1790,Guyana,2020,7
1791,Guyana,2024,5
1792,Guyoni,1908,3
1793,Gwendoline-2,1900,6
1794,Gwendoline-22,1900,3
1795,GyoshuII,1964,2
1796,Gyp-23,1900,1
1797,Gyp-6,1900,1
1798,Gyrinus-1,1908,6
1799,Haiti,1900,3
1800,Haiti,1924,16
1801,Haiti,1928,3
1802,Haiti,1932,3
1803,Haiti,1960,1
1804,Haiti,1972,7
1805,Haiti,1976,14
1806,Haiti,1984,3
1807,Haiti,1988,5
1808,Haiti,1992,8
1809,Haiti,1996,7
1810,Haiti,2000,5
1811,Haiti,2004,8
1812,Haiti,2008,7
1813,Haiti,2012,5
1814,Haiti,2016,10
1815,Haiti,2020,6
1816,Haiti,2024,12
1817,Hakahana,1960,2
1818,Hamburg,1936,1
1819,Hannover,1936,1
1820,Harmony,1960,2
1821,Hatuey,1924,3
1822,Hayama,1964,2
1823,Hb-20,1900,1
1824,Hb-24,1900,1
1825,Heatherbell,1912,7
1826,Heidelberg,1936,1
1827,Heira II,1920,9
1828,Helsingfors R. K.,1912,5
1829,Hera-1,1908,10
1830,Heroine,1908,4
1831,Hi-Hi,1928,4
1832,Hilarius,1948,2
1833,Hirondelle,1952,2
1834,Hojwa,1952,3
1835,Holland,1932,2
1836,Hollandia,1928,6
1837,Honduras,1968,6
1838,Honduras,1976,3
1839,Honduras,1984,26
1840,Honduras,1988,18
1841,Honduras,1992,27
1842,Honduras,1996,7
1843,Honduras,2000,20
1844,Honduras,2004,5
1845,Honduras,2008,26
1846,Honduras,2012,25
1847,Honduras,2016,23
1848,Honduras,2020,28
1849,Honduras,2024,4
1850,Hong Kong,1952,9
1851,Hong Kong,1956,4
1852,Hong Kong,1960,4
1853,Hong Kong,1964,47
1854,Hong Kong,1968,25
1855,Hong Kong,1972,18
1856,Hong Kong,1976,50
1857,Hong Kong,1984,87
1858,Hong Kong,1988,87
1859,Hong Kong,1992,66
1860,Hong Kong,1996,32
1861,Hong Kong,2000,46
1862,Hong Kong,2004,34
1863,Hong Kong,2008,47
1864,Hong Kong,2012,55
1865,Hong Kong,2016,47
1866,"Hong Kong, China",2020,65
1867,"Hong Kong, China",2024,51
1868,Hong Kong-1,1988,2
1869,Hong Kong-1,2004,4
1870,Hong Kong-2,1988,2
1871,Hong Kong-2,2004,4
1872,Hornet,1952,2
1873,Humbug V,1964,2
1874,Hungaria,1928,5
1875,Hungaria Evezos Egylet,1912,9
1876,Hungary,1896,18
1877,Hungary,1900,34
1878,Hungary,1904,9
1879,Hungary,1906,99
1880,Hungary,1908,98
1881,Hungary,1912,194
1882,Hungary,1924,136
1883,Hungary,1928,214
1884,Hungary,1932,118
1885,Hungary,1936,334
1886,Hungary,1948,222
1887,Hungary,1952,345
1888,Hungary,1956,197
1889,Hungary,1960,308
1890,Hungary,1964,319
1891,Hungary,1968,303
1892,Hungary,1972,367
1893,Hungary,1976,288
1894,Hungary,1980,392
1895,Hungary,1988,315
1896,Hungary,1992,351
1897,Hungary,1996,315
1898,Hungary,2000,238
1899,Hungary,2004,254
1900,Hungary,2008,216
1901,Hungary,2012,201
1902,Hungary,2016,204
1903,Hungary,2020,237
1904,Hungary,2024,255
1905,Hungary-1,1924,2
1906,Hungary-1,2004,2
1907,Hungary-2,1912,2
1908,Hungary-2,1924,2
1909,Hungary-2,2004,2
1910,Hungary-3,1912,2
1911,Hurlingham-2,1908,4
1912,IR Iran,2024,46
1913,Iceland,1908,1
1914,Iceland,1912,2
1915,Iceland,1936,13
1916,Iceland,1948,27
1917,Iceland,1952,18
1918,Iceland,1956,2
1919,Iceland,1960,11
1920,Iceland,1964,5
1921,Iceland,1968,16
1922,Iceland,1972,30
1923,Iceland,1976,22
1924,Iceland,1980,12
1925,Iceland,1984,35
1926,Iceland,1988,42
1927,Iceland,1992,31
1928,Iceland,1996,15
1929,Iceland,2000,29
1930,Iceland,2004,34
1931,Iceland,2008,31
1932,Iceland,2012,36
1933,Iceland,2016,14
1934,Iceland,2020,5
1935,Iceland,2024,7
1936,Ilderim,1936,6
1937,Impala,1956,2
1938,Inca,1956,2
1939,Independent Rowing Club-3,1904,2
1940,India,1900,5
1941,India,1920,7
1942,India,1924,20
1943,India,1928,24
1944,India,1932,26
1945,India,1936,30
1946,India,1948,89
1947,India,1952,94
1948,India,1956,79
1949,India,1960,49
1950,India,1964,111
1951,India,1968,27
1952,India,1972,43
1953,India,1976,26
1954,India,1980,78
1955,India,1984,53
1956,India,1988,55
1957,India,1992,61
1958,India,1996,54
1959,India,2000,70
1960,India,2004,81
1961,India,2008,67
1962,India,2012,91
1963,India,2016,130
1964,India,2020,151
1965,India,2024,138
1966,India-1,1924,2
1967,India-1,2012,2
1968,India-2,1924,2
1969,India-2,2012,2
1970,Individual Olympic Athletes,1992,76
1971,Individual Olympic Athletes,2000,4
1972,Individual Olympic Athletes,2012,4
1973,Individual Olympic Athletes,2016,9
1974,Indonesia,1952,3
1975,Indonesia,1956,24
1976,Indonesia,1960,22
1977,Indonesia,1968,6
1978,Indonesia,1972,7
1979,Indonesia,1976,11
1980,Indonesia,1984,23
1981,Indonesia,1988,43
1982,Indonesia,1992,43
1983,Indonesia,1996,33
1984,Indonesia,2000,42
1985,Indonesia,2004,31
1986,Indonesia,2008,18
1987,Indonesia,2012,22
1988,Indonesia,2016,27
1989,Indonesia,2020,35
1990,Indonesia,2024,36
1991,Indonesia-1,1992,4
1992,Indonesia-1,1996,6
1993,Indonesia-1,2000,6
1994,Indonesia-1,2004,4
1995,Indonesia-1,2008,4
1996,Indonesia-1,2016,2
1997,Indonesia-2,1992,4
1998,Indonesia-2,1996,6
1999,Indonesia-2,2000,6
2000,Indonesia-2,2004,4
2001,Indonesia-2,2008,4
2002,Indonesia-2,2016,2
2003,Inga-Lill XXXXIII,1960,3
2004,Ingegerd,1928,4
2005,Iran,1900,1
2006,Iran,1948,39
2007,Iran,1952,23
2008,Iran,1956,17
2009,Iran,1960,24
2010,Iran,1964,96
2011,Iran,1968,14
2012,Iran,1972,56
2013,Iran,1976,104
2014,Iran,1988,26
2015,Iran,1992,44
2016,Iran,1996,18
2017,Iran,2000,34
2018,Iran,2004,37
2019,Iran,2008,55
2020,Iran,2012,57
2021,Iran,2016,67
2022,Iran,2020,76
2023,Iraq,1948,13
2024,Iraq,1960,28
2025,Iraq,1964,19
2026,Iraq,1968,4
2027,Iraq,1980,44
2028,Iraq,1984,25
2029,Iraq,1988,28
2030,Iraq,1992,8
2031,Iraq,1996,3
2032,Iraq,2000,4
2033,Iraq,2004,24
2034,Iraq,2008,4
2035,Iraq,2012,8
2036,Iraq,2016,20
2037,Iraq,2020,3
2038,Iraq,2024,23
2039,Ireland,1912,6
2040,Ireland,1924,56
2041,Ireland,1928,44
2042,Ireland,1932,18
2043,Ireland,1948,81
2044,Ireland,1952,25
2045,Ireland,1956,25
2046,Ireland,1960,58
2047,Ireland,1964,32
2048,Ireland,1968,57
2049,Ireland,1972,84
2050,Ireland,1976,59
2051,Ireland,1980,57
2052,Ireland,1984,55
2053,Ireland,1988,78
2054,Ireland,1992,77
2055,Ireland,1996,99
2056,Ireland,2000,76
2057,Ireland,2004,55
2058,Ireland,2008,63
2059,Ireland,2012,76
2060,Ireland,2016,93
2061,Ireland,2020,150
2062,Ireland,2024,185
2063,Ireland-1,1924,2
